DeliveryDate,DeliveryHour,DeliveryInterval,RepeatedHourFlag,ASType,MCPC
12/17/2025,23,3,N,REGDN,0.28
12/17/2025,23,3,N,REGUP,0.02
12/17/2025,23,3,N,RRS,0.03
12/17/2025,23,2,N,ECRS,0.05
12/17/2025,23,2,N,NSPIN,0.25
12/17/2025,23,2,N,REGDN,0.28
12/17/2025,23,2,N,REGUP,0.02
12/17/2025,23,2,N,RRS,0.03
12/17/2025,23,1,N,ECRS,0.04
12/17/2025,23,1,N,NSPIN,0.25
12/17/2025,23,1,N,REGDN,0.27
12/17/2025,23,1,N,REGUP,0.02
12/17/2025,23,1,N,RRS,0.03
12/17/2025,24,4,N,ECRS,0.04
12/17/2025,24,4,N,NSPIN,0.25
12/17/2025,24,4,N,REGDN,0.17
12/17/2025,24,4,N,REGUP,0.01
12/17/2025,24,4,N,RRS,0.03
12/17/2025,24,3,N,ECRS,0.06
12/17/2025,24,3,N,NSPIN,0.25
12/17/2025,24,3,N,REGDN,0.09
12/17/2025,24,3,N,REGUP,0.01
12/17/2025,24,3,N,RRS,0.03
12/17/2025,24,2,N,ECRS,0.04
12/17/2025,24,2,N,NSPIN,0.25
12/17/2025,24,2,N,REGDN,0.18
12/17/2025,24,2,N,REGUP,0.04
12/17/2025,24,2,N,RRS,0.03
12/17/2025,24,1,N,ECRS,0.03
12/17/2025,24,1,N,NSPIN,0.25
12/17/2025,24,1,N,REGDN,0.27
12/17/2025,24,1,N,REGUP,0.03
12/17/2025,24,1,N,RRS,0.03
12/18/2025,1,4,N,ECRS,0.06
12/18/2025,1,4,N,NSPIN,0.25
12/18/2025,1,4,N,REGDN,0.19
12/18/2025,1,4,N,REGUP,0.01
12/18/2025,1,4,N,RRS,0.03
12/18/2025,1,3,N,ECRS,0.06
12/18/2025,1,3,N,NSPIN,0.25
12/18/2025,1,3,N,REGDN,0.18
12/18/2025,1,3,N,REGUP,0.01
12/18/2025,1,3,N,RRS,0.03
12/18/2025,1,2,N,ECRS,0.06
12/18/2025,1,2,N,NSPIN,0.25
12/18/2025,1,2,N,REGDN,0.22
12/18/2025,1,2,N,REGUP,0.01
12/18/2025,1,2,N,RRS,0.03
12/18/2025,1,1,N,ECRS,0.04
12/18/2025,1,1,N,NSPIN,0.25
12/18/2025,1,1,N,REGDN,0.16
12/18/2025,1,1,N,REGUP,0.02
12/18/2025,1,1,N,RRS,0.03
12/18/2025,2,4,N,ECRS,0.06
12/18/2025,2,4,N,NSPIN,0.25
12/18/2025,2,4,N,REGDN,0.07
12/18/2025,2,4,N,REGUP,0
12/18/2025,2,4,N,RRS,0.03
12/18/2025,2,3,N,ECRS,0.06
12/18/2025,2,3,N,NSPIN,0.25
12/18/2025,2,3,N,REGDN,0.01
12/18/2025,2,3,N,REGUP,0
12/18/2025,2,3,N,RRS,0.03
12/18/2025,2,2,N,ECRS,0.06
12/18/2025,2,2,N,NSPIN,0.25
12/18/2025,2,2,N,REGDN,0.01
12/18/2025,2,2,N,REGUP,0
12/18/2025,2,2,N,RRS,0.03
12/18/2025,2,1,N,ECRS,0.06
12/18/2025,2,1,N,NSPIN,0.25
12/18/2025,2,1,N,REGDN,0.01
12/18/2025,2,1,N,REGUP,0
12/18/2025,2,1,N,RRS,0.03
12/18/2025,3,4,N,ECRS,0.06
12/18/2025,3,4,N,NSPIN,0.25
12/18/2025,3,4,N,REGDN,0.12
12/18/2025,3,4,N,REGUP,0.01
12/18/2025,3,4,N,RRS,0.03
12/18/2025,3,3,N,ECRS,0.06
12/18/2025,3,3,N,NSPIN,0.25
12/18/2025,3,3,N,REGDN,0.08
12/18/2025,3,3,N,REGUP,0.01
12/18/2025,3,3,N,RRS,0.03
12/18/2025,3,2,N,ECRS,0.06
12/18/2025,3,2,N,NSPIN,0.25
12/18/2025,3,2,N,REGDN,0.08
12/18/2025,3,2,N,REGUP,0.01
12/18/2025,3,2,N,RRS,0.03
12/18/2025,3,1,N,ECRS,0.06
12/18/2025,3,1,N,NSPIN,0.25
12/18/2025,3,1,N,REGDN,0.09
12/18/2025,3,1,N,REGUP,0.01
12/18/2025,3,1,N,RRS,0.03
12/18/2025,4,4,N,ECRS,0.05
12/18/2025,4,4,N,NSPIN,0.25
12/18/2025,4,4,N,REGDN,0.1
12/18/2025,4,4,N,REGUP,0.01
12/18/2025,4,4,N,RRS,0.03
12/18/2025,4,3,N,ECRS,0.05
12/18/2025,4,3,N,NSPIN,0.25
12/18/2025,4,3,N,REGDN,0.06
12/18/2025,4,3,N,REGUP,0.01
12/18/2025,4,3,N,RRS,0.03
12/18/2025,4,2,N,ECRS,0.04
12/18/2025,4,2,N,NSPIN,0.25
12/18/2025,4,2,N,REGDN,0.08
12/18/2025,4,2,N,REGUP,0.01
12/18/2025,4,2,N,RRS,0.03
12/18/2025,4,1,N,ECRS,0.05
12/18/2025,4,1,N,NSPIN,0.25
12/18/2025,4,1,N,REGDN,0.07
12/18/2025,4,1,N,REGUP,0.01
12/18/2025,4,1,N,RRS,0.03
12/18/2025,5,4,N,ECRS,0.05
12/18/2025,5,4,N,NSPIN,0.25
12/18/2025,5,4,N,REGDN,0.16
12/18/2025,5,4,N,REGUP,0.02
12/18/2025,5,4,N,RRS,0.03
12/18/2025,5,3,N,ECRS,0.06
12/18/2025,5,3,N,NSPIN,0.25
12/18/2025,5,3,N,REGDN,0.12
12/18/2025,5,3,N,REGUP,0.03
12/18/2025,5,3,N,RRS,0.03
12/18/2025,5,2,N,ECRS,0.05
12/18/2025,5,2,N,NSPIN,0.25
12/18/2025,5,2,N,REGDN,0.12
12/18/2025,5,2,N,REGUP,0.03
12/18/2025,5,2,N,RRS,0.03
12/18/2025,5,1,N,ECRS,0.05
12/18/2025,5,1,N,NSPIN,0.25
12/18/2025,5,1,N,REGDN,0.12
12/18/2025,5,1,N,REGUP,0.03
12/18/2025,5,1,N,RRS,0.03
12/18/2025,6,4,N,ECRS,0.08
12/18/2025,6,4,N,NSPIN,0.32
12/18/2025,6,4,N,REGDN,0.38
12/18/2025,6,4,N,REGUP,0.02
12/18/2025,6,4,N,RRS,0.04
12/18/2025,6,3,N,ECRS,0.06
12/18/2025,6,3,N,NSPIN,0.26
12/18/2025,6,3,N,REGDN,0.36
12/18/2025,6,3,N,REGUP,0
12/18/2025,6,3,N,RRS,0.03
12/18/2025,6,2,N,ECRS,0.06
12/18/2025,6,2,N,NSPIN,0.25
12/18/2025,6,2,N,REGDN,0.31
12/18/2025,6,2,N,REGUP,0
12/18/2025,6,2,N,RRS,0.03
12/18/2025,6,1,N,ECRS,0.06
12/18/2025,6,1,N,NSPIN,0.25
12/18/2025,6,1,N,REGDN,0.22
12/18/2025,6,1,N,REGUP,0
12/18/2025,6,1,N,RRS,0.03
12/18/2025,7,4,N,ECRS,0.28
12/18/2025,7,4,N,NSPIN,0.96
12/18/2025,7,4,N,REGDN,0.57
12/18/2025,7,4,N,REGUP,0.05
12/18/2025,7,4,N,RRS,0.17
12/18/2025,7,3,N,ECRS,0.22
12/18/2025,7,3,N,NSPIN,0.84
12/18/2025,7,3,N,REGDN,0.55
12/18/2025,7,3,N,REGUP,0.11
12/18/2025,7,3,N,RRS,0.11
12/18/2025,7,2,N,ECRS,0.2
12/18/2025,7,2,N,NSPIN,0.78
12/18/2025,7,2,N,REGDN,0.54
12/18/2025,7,2,N,REGUP,0.1
12/18/2025,7,2,N,RRS,0.1
12/18/2025,7,1,N,ECRS,0.17
12/18/2025,7,1,N,NSPIN,0.67
12/18/2025,7,1,N,REGDN,0.51
12/18/2025,7,1,N,REGUP,0.09
12/18/2025,7,1,N,RRS,0.09
12/18/2025,8,4,N,ECRS,0.65
12/18/2025,8,4,N,NSPIN,1.22
12/18/2025,8,4,N,REGDN,0.24
12/18/2025,8,4,N,REGUP,0.56
12/18/2025,8,4,N,RRS,0.56
12/18/2025,8,3,N,ECRS,0.79
12/18/2025,8,3,N,NSPIN,1.25
12/18/2025,8,3,N,REGDN,0.54
12/18/2025,8,3,N,REGUP,0.67
12/18/2025,8,3,N,RRS,0.74
12/18/2025,8,2,N,ECRS,0.81
12/18/2025,8,2,N,NSPIN,1.13
12/18/2025,8,2,N,REGDN,0.61
12/18/2025,8,2,N,REGUP,0.44
12/18/2025,8,2,N,RRS,0.76
12/18/2025,8,1,N,ECRS,0.93
12/18/2025,8,1,N,NSPIN,1.04
12/18/2025,8,1,N,REGDN,0.59
12/18/2025,8,1,N,REGUP,1.07
12/18/2025,8,1,N,RRS,0.91
12/18/2025,9,4,N,ECRS,0.15
12/18/2025,9,4,N,NSPIN,0.45
12/18/2025,9,4,N,REGDN,0.29
12/18/2025,9,4,N,REGUP,0.1
12/18/2025,9,4,N,RRS,0.09
12/18/2025,9,3,N,ECRS,0.21
12/18/2025,9,3,N,NSPIN,0.52
12/18/2025,9,3,N,REGDN,0.42
12/18/2025,9,3,N,REGUP,0.31
12/18/2025,9,3,N,RRS,0.14
12/18/2025,9,2,N,ECRS,0.4
12/18/2025,9,2,N,NSPIN,0.78
12/18/2025,9,2,N,REGDN,0.07
12/18/2025,9,2,N,REGUP,0.24
12/18/2025,9,2,N,RRS,0.33
12/18/2025,9,1,N,ECRS,0.56
12/18/2025,9,1,N,NSPIN,0.97
12/18/2025,9,1,N,REGDN,0.32
12/18/2025,9,1,N,REGUP,0.46
12/18/2025,9,1,N,RRS,0.49
12/18/2025,10,4,N,ECRS,0.12
12/18/2025,10,4,N,NSPIN,0.32
12/18/2025,10,4,N,REGDN,0.2
12/18/2025,10,4,N,REGUP,0.09
12/18/2025,10,4,N,RRS,0.08
12/18/2025,10,3,N,ECRS,0.14
12/18/2025,10,3,N,NSPIN,0.38
12/18/2025,10,3,N,REGDN,0.16
12/18/2025,10,3,N,REGUP,0.1
12/18/2025,10,3,N,RRS,0.1
12/18/2025,10,2,N,ECRS,0.16
12/18/2025,10,2,N,NSPIN,0.41
12/18/2025,10,2,N,REGDN,0.09
12/18/2025,10,2,N,REGUP,0.12
12/18/2025,10,2,N,RRS,0.12
12/18/2025,10,1,N,ECRS,0.16
12/18/2025,10,1,N,NSPIN,0.51
12/18/2025,10,1,N,REGDN,0.26
12/18/2025,10,1,N,REGUP,0.09
12/18/2025,10,1,N,RRS,0.1
12/18/2025,11,4,N,ECRS,0.05
12/18/2025,11,4,N,NSPIN,0.33
12/18/2025,11,4,N,REGDN,0.14
12/18/2025,11,4,N,REGUP,0.18
12/18/2025,11,4,N,RRS,0.04
12/18/2025,11,3,N,ECRS,0.05
12/18/2025,11,3,N,NSPIN,0.38
12/18/2025,11,3,N,REGDN,0.06
12/18/2025,11,3,N,REGUP,0.19
12/18/2025,11,3,N,RRS,0.05
12/18/2025,11,2,N,ECRS,0.1
12/18/2025,11,2,N,NSPIN,0.49
12/18/2025,11,2,N,REGDN,0.13
12/18/2025,11,2,N,REGUP,0.17
12/18/2025,11,2,N,RRS,0.06
12/18/2025,11,1,N,ECRS,0.16
12/18/2025,11,1,N,NSPIN,0.61
12/18/2025,11,1,N,REGDN,0
12/18/2025,11,1,N,REGUP,0.09
12/18/2025,11,1,N,RRS,0.08
12/18/2025,12,4,N,ECRS,0.01
12/18/2025,12,4,N,NSPIN,0.29
12/18/2025,12,4,N,REGDN,0.18
12/18/2025,12,4,N,REGUP,0.15
12/18/2025,12,4,N,RRS,0.04
12/18/2025,12,3,N,ECRS,0.01
12/18/2025,12,3,N,NSPIN,0.34
12/18/2025,12,3,N,REGDN,0.14
12/18/2025,12,3,N,REGUP,0.1
12/18/2025,12,3,N,RRS,0.04
12/18/2025,12,2,N,ECRS,0.02
12/18/2025,12,2,N,NSPIN,0.41
12/18/2025,12,2,N,REGDN,0.22
12/18/2025,12,2,N,REGUP,0.13
12/18/2025,12,2,N,RRS,0.05
12/18/2025,12,1,N,ECRS,0.04
12/18/2025,12,1,N,NSPIN,0.43
12/18/2025,12,1,N,REGDN,0.21
12/18/2025,12,1,N,REGUP,0.06
12/18/2025,12,1,N,RRS,0.06
12/18/2025,13,4,N,ECRS,0.01
12/18/2025,13,4,N,NSPIN,0.25
12/18/2025,13,4,N,REGDN,0.21
12/18/2025,13,4,N,REGUP,0.14
12/18/2025,13,4,N,RRS,0.03
12/18/2025,13,3,N,ECRS,0.02
12/18/2025,13,3,N,NSPIN,0.25
12/18/2025,13,3,N,REGDN,0.22
12/18/2025,13,3,N,REGUP,0.16
12/18/2025,13,3,N,RRS,0.03
12/18/2025,13,2,N,ECRS,0.01
12/18/2025,13,2,N,NSPIN,0.25
12/18/2025,13,2,N,REGDN,0.09
12/18/2025,13,2,N,REGUP,0.17
12/18/2025,13,2,N,RRS,0.03
12/18/2025,13,1,N,ECRS,0.02
12/18/2025,13,1,N,NSPIN,0.25
12/18/2025,13,1,N,REGDN,0.07
12/18/2025,13,1,N,REGUP,0.13
12/18/2025,13,1,N,RRS,0.03
12/18/2025,14,4,N,ECRS,0.02
12/18/2025,14,4,N,NSPIN,0.16
12/18/2025,14,4,N,REGDN,0.33
12/18/2025,14,4,N,REGUP,0.2
12/18/2025,14,4,N,RRS,0.02
12/18/2025,14,3,N,ECRS,0.02
12/18/2025,14,3,N,NSPIN,0.18
12/18/2025,14,3,N,REGDN,0.03
12/18/2025,14,3,N,REGUP,0.18
12/18/2025,14,3,N,RRS,0.02
12/18/2025,14,2,N,ECRS,0.01
12/18/2025,14,2,N,NSPIN,0.17
12/18/2025,14,2,N,REGDN,0.12
12/18/2025,14,2,N,REGUP,0.16
12/18/2025,14,2,N,RRS,0.02
12/18/2025,14,1,N,ECRS,0.02
12/18/2025,14,1,N,NSPIN,0.2
12/18/2025,14,1,N,REGDN,0.19
12/18/2025,14,1,N,REGUP,0.18
12/18/2025,14,1,N,RRS,0.02
12/18/2025,15,4,N,ECRS,0.02
12/18/2025,15,4,N,NSPIN,0.08
12/18/2025,15,4,N,REGDN,0.47
12/18/2025,15,4,N,REGUP,0.03
12/18/2025,15,4,N,RRS,0.01
12/18/2025,15,3,N,ECRS,0.02
12/18/2025,15,3,N,NSPIN,0.09
12/18/2025,15,3,N,REGDN,0.79
12/18/2025,15,3,N,REGUP,0.02
12/18/2025,15,3,N,RRS,0.01
12/18/2025,15,2,N,ECRS,0.02
12/18/2025,15,2,N,NSPIN,0.1
12/18/2025,15,2,N,REGDN,0.52
12/18/2025,15,2,N,REGUP,0.1
12/18/2025,15,2,N,RRS,0.01
12/18/2025,15,1,N,ECRS,0.02
12/18/2025,15,1,N,NSPIN,0.09
12/18/2025,15,1,N,REGDN,0.32
12/18/2025,15,1,N,REGUP,0.13
12/18/2025,15,1,N,RRS,0.01
12/18/2025,16,4,N,ECRS,0.01
12/18/2025,16,4,N,NSPIN,0.04
12/18/2025,16,4,N,REGDN,8.38
12/18/2025,16,4,N,REGUP,0.17
12/18/2025,16,4,N,RRS,0.01
12/18/2025,16,3,N,ECRS,0.01
12/18/2025,16,3,N,NSPIN,0.04
12/18/2025,16,3,N,REGDN,3.54
12/18/2025,16,3,N,REGUP,0.12
12/18/2025,16,3,N,RRS,0.01
12/18/2025,16,2,N,ECRS,0.01
12/18/2025,16,2,N,NSPIN,0.05
12/18/2025,16,2,N,REGDN,1.3
12/18/2025,16,2,N,REGUP,0.16
12/18/2025,16,2,N,RRS,0.01
12/18/2025,16,1,N,ECRS,0.02
12/18/2025,16,1,N,NSPIN,0.07
12/18/2025,16,1,N,REGDN,1.1
12/18/2025,16,1,N,REGUP,0.12
12/18/2025,16,1,N,RRS,0.01
12/18/2025,17,4,N,ECRS,0.01
12/18/2025,17,4,N,NSPIN,0.02
12/18/2025,17,4,N,REGDN,0.25
12/18/2025,17,4,N,REGUP,0.73
12/18/2025,17,4,N,RRS,0.01
12/18/2025,17,3,N,ECRS,0.01
12/18/2025,17,3,N,NSPIN,0.01
12/18/2025,17,3,N,REGDN,2.98
12/18/2025,17,3,N,REGUP,0.57
12/18/2025,17,3,N,RRS,0.01
12/18/2025,17,2,N,ECRS,0.01
12/18/2025,17,2,N,NSPIN,0.01
12/18/2025,17,2,N,REGDN,12
12/18/2025,17,2,N,REGUP,0.29
12/18/2025,17,2,N,RRS,0.01
12/18/2025,17,1,N,ECRS,0.01
12/18/2025,17,1,N,NSPIN,0.01
12/18/2025,17,1,N,REGDN,22.34
12/18/2025,17,1,N,REGUP,0.32
12/18/2025,17,1,N,RRS,0.01
12/18/2025,18,4,N,ECRS,0.14
12/18/2025,18,4,N,NSPIN,1.04
12/18/2025,18,4,N,REGDN,0.54
12/18/2025,18,4,N,REGUP,0
12/18/2025,18,4,N,RRS,0.14
12/18/2025,18,3,N,ECRS,0.13
12/18/2025,18,3,N,NSPIN,1.03
12/18/2025,18,3,N,REGDN,0.47
12/18/2025,18,3,N,REGUP,0
12/18/2025,18,3,N,RRS,0.13
12/18/2025,18,2,N,ECRS,0.11
12/18/2025,18,2,N,NSPIN,0.9
12/18/2025,18,2,N,REGDN,0.4
12/18/2025,18,2,N,REGUP,0
12/18/2025,18,2,N,RRS,0.11
12/18/2025,18,1,N,ECRS,0.08
12/18/2025,18,1,N,NSPIN,0.62
12/18/2025,18,1,N,REGDN,0.37
12/18/2025,18,1,N,REGUP,0.02
12/18/2025,18,1,N,RRS,0.08
12/18/2025,19,4,N,ECRS,0.2
12/18/2025,19,4,N,NSPIN,0.69
12/18/2025,19,4,N,REGDN,0.98
12/18/2025,19,4,N,REGUP,0
12/18/2025,19,4,N,RRS,0.12
12/18/2025,19,3,N,ECRS,0.18
12/18/2025,19,3,N,NSPIN,0.72
12/18/2025,19,3,N,REGDN,0.74
12/18/2025,19,3,N,REGUP,0
12/18/2025,19,3,N,RRS,0.1
12/18/2025,19,2,N,ECRS,0.17
12/18/2025,19,2,N,NSPIN,0.66
12/18/2025,19,2,N,REGDN,1
12/18/2025,19,2,N,REGUP,0
12/18/2025,19,2,N,RRS,0.09
12/18/2025,19,1,N,ECRS,0.19
12/18/2025,19,1,N,NSPIN,0.73
12/18/2025,19,1,N,REGDN,1.08
12/18/2025,19,1,N,REGUP,0.03
12/18/2025,19,1,N,RRS,0.1
12/18/2025,20,4,N,ECRS,0.18
12/18/2025,20,4,N,NSPIN,0.67
12/18/2025,20,4,N,REGDN,0.59
12/18/2025,20,4,N,REGUP,0
12/18/2025,20,4,N,RRS,0.09
12/18/2025,20,3,N,ECRS,0.16
12/18/2025,20,3,N,NSPIN,0.61
12/18/2025,20,3,N,REGDN,0.58
12/18/2025,20,3,N,REGUP,0
12/18/2025,20,3,N,RRS,0.08
12/18/2025,20,2,N,ECRS,0.14
12/18/2025,20,2,N,NSPIN,0.54
12/18/2025,20,2,N,REGDN,0.76
12/18/2025,20,2,N,REGUP,0
12/18/2025,20,2,N,RRS,0.08
12/18/2025,20,1,N,ECRS,0.16
12/18/2025,20,1,N,NSPIN,0.59
12/18/2025,20,1,N,REGDN,0.54
12/18/2025,20,1,N,REGUP,0
12/18/2025,20,1,N,RRS,0.09
12/18/2025,21,4,N,ECRS,0.03
12/18/2025,21,4,N,NSPIN,0.81
12/18/2025,21,4,N,REGDN,0.44
12/18/2025,21,4,N,REGUP,0
12/18/2025,21,4,N,RRS,0.1
12/18/2025,21,3,N,ECRS,0.01
12/18/2025,21,3,N,NSPIN,0.79
12/18/2025,21,3,N,REGDN,0.47
12/18/2025,21,3,N,REGUP,0.01
12/18/2025,21,3,N,RRS,0.1
12/18/2025,21,2,N,ECRS,0.01
12/18/2025,21,2,N,NSPIN,0.85
12/18/2025,21,2,N,REGDN,0.47
12/18/2025,21,2,N,REGUP,0
12/18/2025,21,2,N,RRS,0.11
12/18/2025,21,1,N,ECRS,0.04
12/18/2025,21,1,N,NSPIN,0.81
12/18/2025,21,1,N,REGDN,0.58
12/18/2025,21,1,N,REGUP,0
12/18/2025,21,1,N,RRS,0.11
12/18/2025,22,4,N,ECRS,0.44
12/18/2025,22,4,N,NSPIN,1.73
12/18/2025,22,4,N,REGDN,0.09
12/18/2025,22,4,N,REGUP,0
12/18/2025,22,4,N,RRS,0.23
12/18/2025,22,3,N,ECRS,0.29
12/18/2025,22,3,N,NSPIN,1.12
12/18/2025,22,3,N,REGDN,0.23
12/18/2025,22,3,N,REGUP,0
12/18/2025,22,3,N,RRS,0.15
12/18/2025,22,2,N,ECRS,0.28
12/18/2025,22,2,N,NSPIN,1.07
12/18/2025,22,2,N,REGDN,0.55
12/18/2025,22,2,N,REGUP,0
12/18/2025,22,2,N,RRS,0.14
12/18/2025,22,1,N,ECRS,0.09
12/18/2025,22,1,N,NSPIN,0.99
12/18/2025,22,1,N,REGDN,0.67
12/18/2025,22,1,N,REGUP,0
12/18/2025,22,1,N,RRS,0.13
12/18/2025,23,4,N,ECRS,0.31
12/18/2025,23,4,N,NSPIN,1.22
12/18/2025,23,4,N,REGDN,0
12/18/2025,23,4,N,REGUP,0
12/18/2025,23,4,N,RRS,0.16
12/18/2025,23,3,N,ECRS,0.36
12/18/2025,23,3,N,NSPIN,1.4
12/18/2025,23,3,N,REGDN,0
12/18/2025,23,3,N,REGUP,0
12/18/2025,23,3,N,RRS,0.19
12/18/2025,23,2,N,ECRS,0.36
12/18/2025,23,2,N,NSPIN,1.4
12/18/2025,23,2,N,REGDN,0
12/18/2025,23,2,N,REGUP,0
12/18/2025,23,2,N,RRS,0.19
12/18/2025,23,1,N,ECRS,0.32
12/18/2025,23,1,N,NSPIN,1.27
12/18/2025,23,1,N,REGDN,0.16
12/18/2025,23,1,N,REGUP,0
12/18/2025,23,1,N,RRS,0.16
12/18/2025,24,4,N,ECRS,0.3
12/18/2025,24,4,N,NSPIN,1.19
12/18/2025,24,4,N,REGDN,0.06
12/18/2025,24,4,N,REGUP,0.15
12/18/2025,24,4,N,RRS,0.15
12/18/2025,24,3,N,ECRS,0.3
12/18/2025,24,3,N,NSPIN,1.2
12/18/2025,24,3,N,REGDN,0
12/18/2025,24,3,N,REGUP,0.11
12/18/2025,24,3,N,RRS,0.15
12/18/2025,24,2,N,ECRS,0.29
12/18/2025,24,2,N,NSPIN,1.14
12/18/2025,24,2,N,REGDN,0
12/18/2025,24,2,N,REGUP,0
12/18/2025,24,2,N,RRS,0.15
12/18/2025,24,1,N,ECRS,0.24
12/18/2025,24,1,N,NSPIN,1.09
12/18/2025,24,1,N,REGDN,0.07
12/18/2025,24,1,N,REGUP,0.01
12/18/2025,24,1,N,RRS,0.14
12/19/2025,1,4,N,ECRS,0.22
12/19/2025,1,4,N,NSPIN,0.88
12/19/2025,1,4,N,REGDN,0.29
12/19/2025,1,4,N,REGUP,0.01
12/19/2025,1,4,N,RRS,0.11
12/19/2025,1,3,N,ECRS,0.26
12/19/2025,1,3,N,NSPIN,1.02
12/19/2025,1,3,N,REGDN,0.34
12/19/2025,1,3,N,REGUP,0
12/19/2025,1,3,N,RRS,0.13
12/19/2025,1,2,N,ECRS,0.26
12/19/2025,1,2,N,NSPIN,1.05
12/19/2025,1,2,N,REGDN,0.04
12/19/2025,1,2,N,REGUP,0
12/19/2025,1,2,N,RRS,0.13
12/19/2025,1,1,N,ECRS,0.27
12/19/2025,1,1,N,NSPIN,1.66
12/19/2025,1,1,N,REGDN,1.26
12/19/2025,1,1,N,REGUP,0.11
12/19/2025,1,1,N,RRS,0.21
12/19/2025,2,4,N,ECRS,0
12/19/2025,2,4,N,NSPIN,0.99
12/19/2025,2,4,N,REGDN,0.14
12/19/2025,2,4,N,REGUP,0
12/19/2025,2,4,N,RRS,0.13
12/19/2025,2,3,N,ECRS,0
12/19/2025,2,3,N,NSPIN,1
12/19/2025,2,3,N,REGDN,0.01
12/19/2025,2,3,N,REGUP,0
12/19/2025,2,3,N,RRS,0.13
12/19/2025,2,2,N,ECRS,0
12/19/2025,2,2,N,NSPIN,1.01
12/19/2025,2,2,N,REGDN,0
12/19/2025,2,2,N,REGUP,0
12/19/2025,2,2,N,RRS,0.13
12/19/2025,2,1,N,ECRS,0.08
12/19/2025,2,1,N,NSPIN,0.99
12/19/2025,2,1,N,REGDN,0.01
12/19/2025,2,1,N,REGUP,0
12/19/2025,2,1,N,RRS,0.13
12/19/2025,3,4,N,ECRS,0.13
12/19/2025,3,4,N,NSPIN,0.49
12/19/2025,3,4,N,REGDN,0.18
12/19/2025,3,4,N,REGUP,0.02
12/19/2025,3,4,N,RRS,0.06
12/19/2025,3,3,N,ECRS,0.13
12/19/2025,3,3,N,NSPIN,0.53
12/19/2025,3,3,N,REGDN,0.17
12/19/2025,3,3,N,REGUP,0
12/19/2025,3,3,N,RRS,0.07
12/19/2025,3,2,N,ECRS,0.14
12/19/2025,3,2,N,NSPIN,0.58
12/19/2025,3,2,N,REGDN,0
12/19/2025,3,2,N,REGUP,0
12/19/2025,3,2,N,RRS,0.07
12/19/2025,3,1,N,ECRS,0.19
12/19/2025,3,1,N,NSPIN,0.87
12/19/2025,3,1,N,REGDN,0
12/19/2025,3,1,N,REGUP,0
12/19/2025,3,1,N,RRS,0.11
12/19/2025,4,4,N,ECRS,0.14
12/19/2025,4,4,N,NSPIN,0.54
12/19/2025,4,4,N,REGDN,0.16
12/19/2025,4,4,N,REGUP,0.15
12/19/2025,4,4,N,RRS,0.05
12/19/2025,4,3,N,ECRS,0.14
12/19/2025,4,3,N,NSPIN,0.58
12/19/2025,4,3,N,REGDN,0.08
12/19/2025,4,3,N,REGUP,0.1
12/19/2025,4,3,N,RRS,0.07
12/19/2025,4,2,N,ECRS,0.16
12/19/2025,4,2,N,NSPIN,0.62
12/19/2025,4,2,N,REGDN,0.01
12/19/2025,4,2,N,REGUP,0.1
12/19/2025,4,2,N,RRS,0.07
12/19/2025,4,1,N,ECRS,0.1
12/19/2025,4,1,N,NSPIN,0.63
12/19/2025,4,1,N,REGDN,0.27
12/19/2025,4,1,N,REGUP,0.05
12/19/2025,4,1,N,RRS,0.08
12/19/2025,5,4,N,ECRS,0.09
12/19/2025,5,4,N,NSPIN,0.36
12/19/2025,5,4,N,REGDN,0.19
12/19/2025,5,4,N,REGUP,0.01
12/19/2025,5,4,N,RRS,0.05
12/19/2025,5,3,N,ECRS,0.1
12/19/2025,5,3,N,NSPIN,0.4
12/19/2025,5,3,N,REGDN,0.14
12/19/2025,5,3,N,REGUP,0.04
12/19/2025,5,3,N,RRS,0.05
12/19/2025,5,2,N,ECRS,0.1
12/19/2025,5,2,N,NSPIN,0.42
12/19/2025,5,2,N,REGDN,0.17
12/19/2025,5,2,N,REGUP,0.03
12/19/2025,5,2,N,RRS,0.05
12/19/2025,5,1,N,ECRS,0.07
12/19/2025,5,1,N,NSPIN,0.42
12/19/2025,5,1,N,REGDN,0
12/19/2025,5,1,N,REGUP,0.08
12/19/2025,5,1,N,RRS,0.05
12/19/2025,6,4,N,ECRS,0.18
12/19/2025,6,4,N,NSPIN,0.69
12/19/2025,6,4,N,REGDN,0.27
12/19/2025,6,4,N,REGUP,0
12/19/2025,6,4,N,RRS,0.09
12/19/2025,6,3,N,ECRS,0.15
12/19/2025,6,3,N,NSPIN,0.6
12/19/2025,6,3,N,REGDN,0.13
12/19/2025,6,3,N,REGUP,0
12/19/2025,6,3,N,RRS,0.07
12/19/2025,6,2,N,ECRS,0.14
12/19/2025,6,2,N,NSPIN,0.54
12/19/2025,6,2,N,REGDN,0.07
12/19/2025,6,2,N,REGUP,0
12/19/2025,6,2,N,RRS,0.07
12/19/2025,6,1,N,ECRS,0.08
12/19/2025,6,1,N,NSPIN,0.46
12/19/2025,6,1,N,REGDN,0.06
12/19/2025,6,1,N,REGUP,0
12/19/2025,6,1,N,RRS,0.06
12/19/2025,7,4,N,ECRS,0.22
12/19/2025,7,4,N,NSPIN,1.46
12/19/2025,7,4,N,REGDN,0.03
12/19/2025,7,4,N,REGUP,0
12/19/2025,7,4,N,RRS,0.21
12/19/2025,7,3,N,ECRS,0.15
