Date,HourEnding,TotalResourceMWZoneSouth,TotalResourceMWZoneNorth,TotalResourceMWZoneWest,TotalResourceMWZoneHouston,TotalIRRMWZoneSouth,TotalIRRMWZoneNorth,TotalIRRMWZoneWest,TotalIRRMWZoneHouston,TotalNewEquipResourceMWZoneSouth,TotalNewEquipResourceMWZoneNorth,TotalNewEquipResourceMWZoneWest,TotalNewEquipResourceMWZoneHouston
12/15/2025,04,5593,4719,426,2856,720,692,2062,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2856,720,692,2084,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2856,720,692,2037,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2856,732,692,2037,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2144,723,692,2000,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2144,649,692,1958,439,883,2006,1060,1418
12/15/2025,04,5593,4719,426,2144,649,692,1958,439,883,2006,1060,1418
12/15/2025,04,5593,4719,419,2144,649,692,1945,439,883,2006,1060,1418
12/15/2025,04,5593,4719,419,2395,649,692,1967,0,883,2006,1060,1167
12/15/2025,04,5593,4719,419,2395,649,692,1967,0,883,2006,1060,1167
12/15/2025,04,5593,4719,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4715,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,04,5593,4675,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,7620,6452,540,3613,663,1408,1814,510,1423,2440,1395,1840
12/15/2025,05,7620,6452,540,3613,663,1408,1814,510,1423,2440,1395,1840
12/15/2025,05,7620,6452,540,3613,663,1408,1814,510,1423,2440,1395,1840
12/15/2025,05,7617,6452,540,3613,663,1408,1814,510,1423,2440,1395,1840
12/15/2025,05,7617,6452,540,3613,663,1426,1814,510,1423,2440,1395,1840
12/15/2025,05,7620,6575,540,3613,663,1426,1814,510,1423,2440,1395,1840
12/15/2025,05,7620,6575,618,3613,872,1426,1826,510,1423,2440,1395,1840
12/15/2025,05,7620,6575,618,3613,872,1426,1848,510,1423,2440,1395,1840
12/15/2025,05,7620,6575,618,3613,872,1426,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6613,618,3613,872,1426,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6613,618,3613,872,1426,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6806,618,3613,872,1426,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6858,638,3613,872,1415,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6858,638,3613,872,1415,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6858,638,3613,872,1415,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6858,560,3613,872,1415,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6858,714,3616,872,1215,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6902,714,3616,872,1215,1880,510,1423,2440,1395,1840
12/15/2025,05,7620,6902,560,3616,872,1215,2080,510,1423,2440,1395,1840
12/15/2025,05,7620,7002,560,3616,872,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7620,7002,560,3616,872,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7620,7002,560,3616,855,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7493,6912,560,3616,855,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7493,6912,560,3616,855,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7473,6912,560,3616,855,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7458,6912,560,3616,855,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7458,6912,560,3566,825,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7458,6912,560,3566,825,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7458,6829,557,3506,825,1366,2459,510,1423,2440,1395,1840
12/15/2025,05,7458,6006,557,3506,1025,1416,2451,510,1423,2440,1395,1840
12/15/2025,05,7458,6006,557,3246,1025,1416,2451,510,1423,2440,1395,1840
12/15/2025,05,7483,6006,557,3043,1025,1416,2451,510,1423,2440,1395,1840
12/15/2025,05,7213,6006,557,3644,1025,1416,2466,510,1423,2440,1395,1840
12/15/2025,05,7213,6006,557,3644,1025,1416,2452,510,1423,2440,1395,1840
12/15/2025,05,7213,6006,557,3704,1016,1416,2452,510,1423,2440,1395,1840
12/15/2025,05,7213,5954,557,3704,1016,1416,2462,510,1423,2440,1395,1840
12/15/2025,05,7213,5954,557,3704,1016,1416,2462,510,1423,2440,1395,1840
12/15/2025,05,7216,5954,557,3704,1097,1416,2460,510,1423,2440,1395,1840
12/15/2025,05,7226,5954,557,3704,1084,1416,2450,510,1423,2440,1395,1840
12/15/2025,05,7763,6477,557,3615,1084,1416,2450,510,1423,2440,1395,1840
12/15/2025,05,7226,6477,557,3014,1084,1416,2440,510,1423,2440,1395,1840
12/15/2025,05,7220,6477,551,3014,1084,1416,2440,510,1423,2440,1395,1840
12/15/2025,05,7220,6477,551,3014,1026,1416,2440,510,1423,2440,1395,1840
12/15/2025,05,7220,6477,548,3014,1026,1416,2440,510,1423,2440,1395,1840
12/15/2025,05,7147,6477,548,3014,1026,1416,2426,510,1423,2440,1395,1840
12/15/2025,05,7144,6477,548,3014,1026,1416,2426,510,1423,2440,1060,1840
12/15/2025,05,7144,6079,548,3014,1026,1416,2426,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,3014,1026,1416,2436,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,3014,1026,1416,2396,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,3014,1026,1430,2396,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,3014,1026,1430,2408,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,3014,1026,1430,2408,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,2954,1026,1430,2408,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,2954,1026,1430,2400,510,1423,2440,1060,1840
12/15/2025,05,7144,5800,548,2954,1026,1430,2378,510,1423,2440,1060,1840
12/15/2025,05,7144,5772,543,2954,1026,1430,2346,510,1423,2440,1060,1840
12/15/2025,05,7144,5772,543,2954,1026,1430,2346,510,1423,2440,1060,1840
12/15/2025,05,7144,5772,543,2954,1026,1430,2346,510,1423,2440,1060,1840
12/15/2025,05,7144,5772,543,2954,1026,1412,2349,510,1423,2440,1060,1840
12/15/2025,05,6921,5772,543,2954,1026,1412,2322,510,1423,2440,1060,1840
12/15/2025,05,6921,5249,539,2954,1026,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6921,5249,539,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5249,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5249,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2312,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2323,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2323,510,1423,2440,1060,1840
12/15/2025,05,6752,5218,494,2954,1066,1412,2319,510,1423,2440,1060,1840
12/15/2025,05,6737,5218,494,2933,1066,1412,2319,510,1423,2440,1060,1840
12/15/2025,05,6737,5218,494,2933,1066,1412,2319,510,1423,2440,1060,1840
12/15/2025,05,6737,5218,494,2933,1088,1412,2319,510,1423,2440,1060,1720
12/15/2025,05,6737,5218,494,2933,1088,1412,2331,510,1213,2440,1060,1570
12/15/2025,05,6737,5218,479,2933,1088,1412,2331,562,1213,2440,1060,1570
12/15/2025,05,6737,5218,479,2933,1088,1412,2331,562,1213,2440,1060,1570
12/15/2025,05,6727,5218,479,2933,1088,1422,2154,562,1213,2440,1060,1570
12/15/2025,05,6727,5218,479,2933,1134,1417,2098,562,1213,2440,1060,1570
12/15/2025,05,6727,5215,479,2933,1161,1417,2098,562,1213,2440,1060,1570
12/15/2025,05,6722,5650,479,2933,1041,1417,2036,562,1213,2440,1070,1570
12/15/2025,05,6722,5650,479,2934,1041,1417,2042,562,993,2440,1070,1570
12/15/2025,05,6771,5650,479,2934,1059,1417,2009,562,993,2440,1070,1570
12/15/2025,05,6771,5650,479,2934,1054,1417,2009,562,993,2440,1070,1570
12/15/2025,05,6761,5550,482,2934,1035,1266,2009,562,993,2440,1070,1570
12/15/2025,05,6761,5550,441,2934,1035,1266,2009,562,993,2440,1070,1570
12/15/2025,05,6761,5550,441,2933,1035,1266,2009,562,993,2440,1070,1570
12/15/2025,05,6761,5550,441,2933,1035,1266,2007,562,993,2440,1070,1570
12/15/2025,05,6713,5535,441,2933,1050,1266,1997,562,993,2440,1070,1570
12/15/2025,05,6713,5535,441,2934,1050,1266,1997,562,993,2440,1070,1570
12/15/2025,05,6713,5505,441,2934,1050,1266,1983,562,993,2440,1070,1570
12/15/2025,05,6713,5505,441,2934,1050,1266,1983,562,993,2440,1070,1570
12/15/2025,05,6713,5505,441,2934,1050,1266,1963,562,993,2440,1070,1570
12/15/2025,05,6713,5505,438,2934,1050,1266,1963,562,993,2440,1070,1570
12/15/2025,05,6713,5505,438,2934,1050,1266,1963,562,993,2440,1070,1570
12/15/2025,05,6713,5505,438,2934,1050,1266,1955,562,993,2440,1070,1570
12/15/2025,05,6713,5505,438,2934,1054,1264,1955,562,993,2440,1070,1570
12/15/2025,05,6713,5505,438,2934,1035,1264,1955,562,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2934,1035,1264,1955,562,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2934,1035,1264,1952,510,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2934,1035,1264,1952,510,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2926,1035,1280,1952,510,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2926,1035,1280,1952,510,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2926,1035,1280,1952,637,993,2440,1070,1570
12/15/2025,05,6713,5505,458,2926,1035,1280,1952,637,993,2236,1070,1570
12/15/2025,05,6713,5505,458,2880,1035,1236,1952,637,993,2236,1070,1570
12/15/2025,05,6713,5505,458,2880,1035,1236,1961,691,993,2236,1070,1570
12/15/2025,05,6713,5505,458,2880,1035,1236,1961,691,993,2236,1070,1570
12/15/2025,05,6713,5505,458,2880,1035,1236,1961,691,993,2236,1070,1570
12/15/2025,05,6713,5505,458,2880,1020,1236,1961,691,993,2236,1070,1570
12/15/2025,05,6712,5565,458,2880,1020,1166,1961,691,993,2236,1070,1570
12/15/2025,05,6708,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,458,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,448,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4734,448,2880,1020,1166,2001,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,2880,907,1166,2021,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,2955,907,1166,2021,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,2955,907,1166,2021,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,3065,907,1166,2021,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,3065,907,1072,2007,637,993,2236,1070,1570
12/15/2025,05,5598,4719,448,3065,907,1072,2007,637,993,2236,1070,1570
12/15/2025,05,5598,4719,428,2955,907,1072,2007,637,993,2236,1070,1570
12/15/2025,05,5598,4719,428,2955,907,1072,2007,571,993,2236,1070,1570
12/15/2025,05,5598,4719,428,2955,929,1072,1992,571,993,2236,1070,1570
12/15/2025,05,5598,4719,431,2955,899,1072,1992,571,993,2236,1070,1570
12/15/2025,05,5598,4719,431,2955,899,1283,1992,571,993,2236,1070,1570
12/15/2025,05,5598,4719,431,2955,899,1283,1992,571,993,2236,1070,1570
12/15/2025,05,5598,4719,431,2955,699,1283,1992,571,993,2236,1070,1570
12/15/2025,05,5598,4719,431,2955,699,1283,1980,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,699,1283,1980,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,699,1283,1980,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,699,1283,1980,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,719,1283,1963,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,719,1283,1977,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,719,1283,1977,571,993,2236,1070,1370
12/15/2025,05,5598,4719,431,2955,719,1283,1977,571,993,2236,1070,1370
12/15/2025,05,5594,4719,431,2955,699,1283,1977,571,993,2236,1070,1370
12/15/2025,05,5601,4719,431,2955,699,1283,1965,571,993,2236,1070,1370
12/15/2025,05,5601,4719,431,2868,731,1283,1984,571,993,2236,1070,1370
12/15/2025,05,5601,4719,431,2870,731,1283,2164,571,993,2236,1070,1370
12/15/2025,05,5601,4719,431,2858,731,1072,2170,571,993,2226,1070,1370
12/15/2025,05,5601,4719,431,2858,731,1072,2170,571,993,2226,1070,1370
12/15/2025,05,5601,4719,431,2858,731,1072,2181,571,993,2226,1070,1370
12/15/2025,05,5601,4719,431,2858,731,1072,2166,571,993,2226,1070,1418
12/15/2025,05,5601,4719,431,2858,731,1072,2097,571,993,2226,1070,1418
12/15/2025,05,5601,4719,431,2856,731,1072,2097,571,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,740,1072,2083,571,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,740,692,2083,571,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,740,692,2072,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,740,692,2072,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,706,692,2072,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,431,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2058,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2069,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,706,692,2069,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,720,692,2069,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,720,692,2062,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,720,692,2062,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,720,692,2084,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,720,692,2037,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2856,732,692,2037,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2144,723,692,2000,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2144,649,692,1958,439,883,2006,1060,1418
12/15/2025,05,5593,4719,426,2144,649,692,1958,439,883,2006,1060,1418
12/15/2025,05,5593,4719,419,2144,649,692,1945,439,883,2006,1060,1418
12/15/2025,05,5593,4719,419,2395,649,692,1967,0,883,2006,1060,1167
12/15/2025,05,5593,4719,419,2395,649,692,1967,0,883,2006,1060,1167
12/15/2025,05,5593,4719,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,419,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4715,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,05,5593,4675,413,2395,649,692,1555,0,883,2006,1060,1167
12/15/2025,06,7620,6452,540,3613,663,1408,1869,510,1423,2440,1395,1840
12/15/2025,06,7620,6452,540,3613,663,1408,1869,510,1423,2440,1395,1840
12/15/2025,06,7620,6452,540,3613,663,1408,1869,510,1423,2440,1395,1840
12/15/2025,06,7617,6452,540,3613,663,1408,1869,510,1423,2440,1395,1840
12/15/2025,06,7617,6452,540,3613,663,1426,1869,510,1423,2440,1395,1840
12/15/2025,06,7620,6575,540,3613,663,1426,1869,510,1423,2440,1395,1840
12/15/2025,06,7620,6575,618,3613,872,1426,1881,510,1423,2440,1395,1840
12/15/2025,06,7620,6575,618,3613,872,1426,1903,510,1423,2440,1395,1840
12/15/2025,06,7620,6575,618,3613,872,1426,1935,510,1423,2440,1395,1840
12/15/2025,06,7620,6613,618,3613,872,1426,1935,510,1423,2440,1395,1840
12/15/2025,06,7620,6613,618,3613,872,1426,1935,510,1423,2440,1395,1840
12/15/2025,06,7620,6806,618,3613,872,1426,1935,510,1423,2440,1395,1840
12/15/2025,06,7866,6858,638,3613,872,1415,1935,510,1423,2440,1395,1840
12/15/2025,06,7866,6858,638,3613,872,1415,1935,510,1423,2440,1395,1840
12/15/2025,06,7620,6858,638,3613,872,1415,1935,510,1423,2440,1395,1840
12/15/2025,06,7620,6858,560,3613,872,1415,1935,510,1423,2440,1395,1840
12/15/2025,06,7866,6858,638,3616,872,1215,1935,510,1423,2440,1395,1840
12/15/2025,06,7866,6902,714,3616,872,1215,1840,510,1423,2440,1395,1840
12/15/2025,06,7620,6902,560,3616,872,1215,2080,510,1423,2440,1395,1840
12/15/2025,06,7620,6902,560,3616,872,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7620,6902,560,3616,872,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7620,6902,560,3616,855,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7493,6767,560,3616,855,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7493,6767,560,3616,855,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7473,6767,560,3616,855,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7458,6767,560,3616,855,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7458,6767,560,3566,825,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7458,6767,560,3566,825,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7458,6729,557,3506,825,1215,2047,510,1423,2440,1395,1840
12/15/2025,06,7458,5906,557,3506,1025,1265,2039,510,1423,2440,1395,1840
12/15/2025,06,7458,5906,557,3246,1025,1265,2039,510,1423,2440,1395,1840
12/15/2025,06,7483,5906,557,3043,1025,1265,2039,510,1423,2440,1395,1840
12/15/2025,06,7213,5906,557,3644,1025,1265,2054,510,1423,2440,1395,1840
12/15/2025,06,7213,5906,557,3644,1025,1265,2040,510,1423,2440,1395,1840
12/15/2025,06,7213,5906,557,3704,1016,1265,2040,510,1423,2440,1395,1840
12/15/2025,06,7213,5854,557,3704,1016,1265,2050,510,1423,2440,1395,1840
12/15/2025,06,7213,5854,557,3704,1016,1265,2050,510,1423,2440,1395,1840
12/15/2025,06,7216,5854,557,3704,1097,1265,2048,510,1423,2440,1395,1840
12/15/2025,06,7226,5854,557,3704,1084,1265,2038,510,1423,2440,1395,1840
12/15/2025,06,7763,6377,557,3615,1084,1265,2038,510,1423,2440,1395,1840
12/15/2025,06,7226,6377,557,3014,1084,1265,2028,510,1423,2440,1395,1840
12/15/2025,06,7220,6377,551,3014,1084,1265,2028,510,1423,2440,1395,1840
12/15/2025,06,7220,6377,551,3014,1026,1265,2028,510,1423,2440,1395,1840
12/15/2025,06,7220,6377,548,3014,1026,1265,2028,510,1423,2440,1395,1840
12/15/2025,06,7147,6377,548,3014,1026,1265,2014,510,1423,2440,1395,1840
12/15/2025,06,7144,6377,548,3014,1026,1265,2014,510,1423,2440,1060,1840
12/15/2025,06,7144,5979,548,3014,1026,1265,2014,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,3014,1026,1265,2024,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,3014,1026,1265,1984,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,3014,1026,1279,1984,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,3014,1026,1279,1996,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,3014,1026,1279,1996,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,2954,1026,1279,1996,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,2954,1026,1279,1988,510,1423,2440,1060,1840
12/15/2025,06,7144,5700,548,2954,1026,1279,1966,510,1423,2440,1060,1840
12/15/2025,06,7144,5672,543,2954,1026,1279,1934,510,1423,2440,1060,1840
12/15/2025,06,7144,5672,543,2954,1026,1279,1934,510,1423,2440,1060,1840
12/15/2025,06,7144,5672,543,2954,1026,1279,1934,510,1423,2440,1060,1840
12/15/2025,06,7144,5672,543,2954,1026,1261,1937,510,1423,2440,1060,1840
12/15/2025,06,6921,5672,543,2954,1026,1261,1910,510,1423,2440,1060,1840
12/15/2025,06,6921,5149,539,2954,1026,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6921,5149,539,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5149,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5149,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1900,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1911,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1911,510,1423,2440,1060,1840
12/15/2025,06,6752,5118,494,2954,1066,1261,1907,510,1423,2440,1060,1840
12/15/2025,06,6737,5118,494,2933,1066,1261,1907,510,1423,2440,1060,1840
12/15/2025,06,6737,5118,494,2933,1066,1261,1907,510,1423,2440,1060,1840
12/15/2025,06,6737,5118,494,2933,1088,1261,1907,510,1423,2440,1060,1720
12/15/2025,06,6737,5118,494,2933,1088,1261,1919,510,1213,2440,1060,1570
12/15/2025,06,6737,5118,479,2933,1088,1261,1919,562,1213,2440,1060,1570
12/15/2025,06,6737,5118,479,2933,1088,1261,1919,562,1213,2440,1060,1570
12/15/2025,06,6727,5118,479,2933,1088,1271,1742,562,1213,2440,1060,1570
12/15/2025,06,6727,5118,479,2933,1134,1266,1686,562,1213,2440,1060,1570
12/15/2025,06,6727,5115,479,2933,1161,1266,1686,562,1213,2440,1060,1570
12/15/2025,06,6722,5550,479,2933,1041,1266,1624,562,1213,2440,1070,1570
12/15/2025,06,6722,5550,479,2934,1041,1266,1630,562,993,2440,1070,1570
12/15/2025,06,6771,5550,479,2934,1059,1266,1597,562,993,2440,1070,1570
12/15/2025,06,6771,5550,479,2934,1054,1266,1597,562,993,2440,1070,1570
12/15/2025,06,6761,5550,482,2934,1035,1266,1597,562,993,2440,1070,1570
12/15/2025,06,6761,5550,441,2934,1035,1266,1597,562,993,2440,1070,1570
